46 1   9.596337803445933E-005
45 1        8734.653606346676
47 1   5.898050305377064E-012
48 1   4.284250122732987E-006
1 1       -8738.139798401691
4 1    -4.2842977381292E-006
2 1  -9.596332186862769E-005
3 1  -5.898146250842421E-012
46 2       -5517.323652961797
45 2       -502208713221.1952
47 2   -0.0003395153885145382
48 2       -246.6180416811941
1 2        502402573605.2405
4 2        246.7712004279326
2 2         5517.14299118262
3 2    0.0003397283859463749
46 3        1039.286385340603
45 3        94803831757.52716
47 3        6.692829143751734
48 3          46.397507071062
1 3       -94535323148.63374
4 3       -46.19328329431848
2 3       -1034.712212670758
3 3       -10.23556036082642
46 4       -2313.744725042661
45 4        -210194895189.274
47 4   -0.0001422082621786349
48 4       -96.61078239797098
1 4        210425896467.6995
4 4        93.25007592978844
2 4        2317.708913823346
3 4    0.0001424554125054603
117 5        1304318.569230982
12 5     0.006916098953420533
11 5   2.429660964347454E-005
118 5      0.01009588917857325
119 5   9.921964120018024E-006
120 5     0.006684480554983356
6 5     -0.02009427402046016
5 5       -2615133.904823838
10 5     0.009998384841886905
9 5        1310815.335592856
7 5  -3.421857376349257E-005
8 5     -0.01360057950840389
117 6       -74651571681193.23
12 6       -395303.4807348491
11 6       -1388.680691910623
118 6       -577712.0825066995
119 6       -568.1398101081749
120 6       -382750.0866153694
6 6        1149316.353208903
5 6        149607444358636.4
10 6       -571604.2707022033
9 6       -74955872677443.17
7 6        1956.820502018797
8 6        778053.5673502185
117 7        7080297679651.937
12 7        38340.98634731438
11 7        285.2308244419368
118 7        54781.11950110512
119 7        115.8934034463196
120 7         36278.2154118597
6 7       -109817.8582680001
5 7       -14286159076490.87
10 7        55036.73876689495
9 7        7205861396838.931
7 7       -401.1242278882564
8 7       -74619.20175917409
117 8       -35885274782396.24
12 8       -189443.2706783805
11 8         -665.99392609079
118 8       -277837.6923133851
119 8       -273.0422552656087
120 8       -183802.6207356602
6 8        552260.5933982551
5 8        71866324001150.03
10 8       -274422.9010848699
9 8       -35981049218753.79
7 8        939.0361813563986
8 8        373245.8914140406
13 9        1326757.794199282
12 9     -0.01404283897582268
11 9  -8.329167010533399E-005
14 9      0.01003057057663127
15 9   5.889678616455511E-005
16 9     0.007100499657589599
6 9      0.01003462090051462
5 9         1315685.04929024
10 9     -0.02006519147714588
9 9       -2642442.843489522
7 9   2.439488394077887E-005
8 9     0.006942339318233084
13 10       -75833066276811.92
12 10        802991.8493477751
11 10        4760.981753654188
14 10       -573186.7870632772
15 10       -3364.757821302799
16 10       -405661.1766290999
6 10        -573933.177741856
5 10       -75267091794132.77
10 10        1147119.964805133
9 10        151100158070944.7
7 10       -1396.223932351389
8 10       -397330.6727186752
13 11        7095018229483.334
12 11       -74940.48825331984
11 11       -660.3559869191263
14 11        53708.57368443228
15 11        468.4370804239891
16 11        38297.13844687181
6 11        52953.80430884152
5 11        6946025900481.012
10 11       -106662.3779932738
9 11       -14041044129964.34
7 11        191.9189064951371
8 11        36643.34980644803
13 12       -36529943508555.88
12 12        386571.6579415841
11 12        2292.742691887601
14 12       -276151.2586675165
15 12       -1619.387866925155
16 12       -195096.7867908292
6 12        -276987.220613809
5 12       -36307509128916.59
10 12        553138.4792813255
9 12        72837452637472.47
7 12       -673.3548249624457
8 12        -191474.871150755
17 13        1346135.411407715
16 13     -0.01434855447056103
15 13   -0.0002000511878661979
18 13      0.01012591369732714
19 13    0.0001408978838726793
20 13     0.007218871057395358
10 13       0.0100701229506694
9 13        1332109.497929382
14 13     -0.02019603664799654
13 13       -2678244.909337097
11 13   5.915330399351865E-005
12 13     0.007129683413165676
17 14       -76912036914050.66
16 14        820169.3789902275
15 14        11430.81923451047
18 14       -578422.6044358775
19 14       -8046.521428014513
20 14       -412273.1700993544
10 14       -575739.7189409768
9 14       -76177467650393.91
14 14        1154162.323376854
13 14        153089504564444.6
11 14       -3384.297806495958
12 14       -407896.2088908731
17 15        7013226334572.047
16 15       -74591.81741439339
15 15        -1259.81135189902
18 15        52821.12130671275
19 15        891.4460774712475
20 15        37936.59929077263
10 15         51761.4764092196
9 15        6850234739590.931
14 15       -104582.5977159324
13 15       -13863461074162.98
11 15        368.3652744277729
12 15        36655.21812362075
17 16       -37169015508307.23
16 16        396119.4644163005
15 16        5522.525413494581
18 16       -279572.2709244266
19 16       -3885.160196683599
20 16        -198921.337950654
10 16        -278749.480545259
9 16       -36864239819768.75
14 16        558321.7514696856
13 16        74033255328075.98
11 16       -1637.365216810981
12 16       -197198.1264656465
21 17        1367229.197110597
20 17      -0.0144894156987116
19 17   -0.0004721143435038585
22 17      0.01025972039762816
23 17    0.0003305911569527455
24 17     0.007240234009916687
14 17      0.01016677873023763
13 17        1351688.770467977
18 17     -0.02042649912786579
17 17       -2718917.967578574
15 17     0.000141523186551113
16 17     0.007249181688794913
21 18        -78059912684615.3
20 18        827614.8963268586
19 18        26956.77111703133
22 18       -585638.2201792579
23 18       -18865.95511775848
24 18        -413192.300002528
14 18       -580828.7501738026
13 18       -77239262413307.77
18 18        1166466.970353061
17 18        155299175097923.1
15 18        -8090.81599927285
16 18       -414422.5963243306
21 19        6895734944301.649
20 19       -72910.29534712069
19 19       -2603.481276689108
22 19        51810.65528933164
23 19        1833.462133461134
24 19        36839.85961830056
14 19        50576.85157471236
13 19        6727375218365.273
18 19        -102387.506864044
17 19       -13623110162666.92
15 19        770.0191432279734
16 19        36070.43572882013
21 20       -37874934826636.99
20 20         401319.974086197
19 20        13075.88235432628
22 20       -284194.4386495219
23 20       -9145.850880393662
24 20       -200168.3066327623
14 20       -282334.2199340874
13 20       -37526931671805.39
18 20        566528.6585836093
17 20        75401866498442.39
15 20       -3930.031473932621
16 20       -201151.6674534347
25 21        1387348.177894284
24 21     -0.01434950582777665
23 21    -0.001079864547711589
26 21      0.01040791355952135
27 21    0.0007478775720985974
28 21     0.007080378910088909
18 21      0.01029904276626241
17 21        1372590.975651312
22 21     -0.02070695632578376
21 21       -2759939.153545595
19 21     0.000331986975612991
20 21     0.007269126917687743
25 22       -79059800979510.92
24 22        818088.9257300412
